month,scene,zone,metric,value,cloud
2021-08,S2A_48NUG_20210828_1_L2A,west_cargo,stock_bright,2066.0,0.8727272727272727
2021-08,S2A_48NUG_20210828_1_L2A,east_cargo,stock_bright,2280.0,0.7669465741754898
2021-08,S2A_48NUG_20210828_1_L2A,pax_t123,stock_bright,1756.0,0.5371127995324372
2021-08,S2A_48NUG_20210828_1_L2A,pax_t4,stock_bright,1762.0,0.2716352716352716
2021-08,S2A_48NUG_20210828_1_L2A,airfield,stock_bright,1390.0,0.3928317451287157
2021-08,S2A_48NUG_20210828_1_L2A,west_cargo,pairdiff,,0.8727272727272727
2021-08,S2A_48NUG_20210828_1_L2A,east_cargo,pairdiff,,0.7669465741754898
2021-08,S2A_48NUG_20210828_1_L2A,pax_t123,pairdiff,,0.5371127995324372
2021-08,S2A_48NUG_20210828_1_L2A,pax_t4,pairdiff,200944.0,0.2716352716352716
2021-08,S2A_48NUG_20210828_1_L2A,airfield,pairdiff,,0.3928317451287157
2021-09,S2A_48NUG_20210917_0_L2A,west_cargo,stock_bright,1584.0,0.20636363636363636
2021-09,S2A_48NUG_20210917_0_L2A,east_cargo,stock_bright,1550.0,0.230741146403797
2021-09,S2A_48NUG_20210917_0_L2A,pax_t123,stock_bright,1764.0,0.2178842781998831
2021-09,S2A_48NUG_20210917_0_L2A,pax_t4,stock_bright,1814.0,0.13695513695513695
2021-09,S2A_48NUG_20210917_0_L2A,airfield,stock_bright,1398.0,0.16152955279679784
2021-09,S2A_48NUG_20210917_1_L2A,west_cargo,stock_bright,1536.0,0.016464646464646463
2021-09,S2A_48NUG_20210917_1_L2A,east_cargo,stock_bright,1504.0,0.0
2021-09,S2A_48NUG_20210917_1_L2A,pax_t123,stock_bright,1700.0,0.0035846483537892073
2021-09,S2A_48NUG_20210917_1_L2A,pax_t4,stock_bright,1776.0,0.0
2021-09,S2A_48NUG_20210917_1_L2A,airfield,stock_bright,1360.0,0.06619663937257451
2021-09,S2A_48NUG_20210917_1_L2A,west_cargo,pairdiff,522604.0,0.20636363636363636
2021-09,S2A_48NUG_20210917_1_L2A,east_cargo,pairdiff,408209.0,0.230741146403797
2021-09,S2A_48NUG_20210917_1_L2A,pax_t123,pairdiff,1647724.0,0.2178842781998831
2021-09,S2A_48NUG_20210917_1_L2A,pax_t4,pairdiff,456508.0,0.13695513695513695
2021-09,S2A_48NUG_20210917_1_L2A,airfield,pairdiff,8824710.0,0.16152955279679784
2021-10,S2A_48NUG_20211027_0_L2A,west_cargo,stock_bright,9656.0,0.9646464646464646
2021-10,S2A_48NUG_20211027_0_L2A,east_cargo,stock_bright,7168.0,0.8981380065717415
2021-10,S2A_48NUG_20211027_0_L2A,pax_t123,stock_bright,3046.0,0.7521917007597896
2021-10,S2A_48NUG_20211027_0_L2A,pax_t4,stock_bright,1560.0,0.3346983346983347
2021-10,S2A_48NUG_20211027_0_L2A,airfield,stock_bright,3002.0,0.6498770749944125
2021-10,S2A_48NUG_20211027_1_L2A,west_cargo,stock_bright,9720.0,1.0
2021-10,S2A_48NUG_20211027_1_L2A,east_cargo,stock_bright,7208.0,1.0
2021-10,S2A_48NUG_20211027_1_L2A,pax_t123,stock_bright,2972.0,0.7117475160724722
2021-10,S2A_48NUG_20211027_1_L2A,pax_t4,stock_bright,1464.0,0.0
2021-10,S2A_48NUG_20211027_1_L2A,airfield,stock_bright,2910.0,0.565546457524839
2021-10,S2A_48NUG_20211027_1_L2A,west_cargo,pairdiff,,1.0
2021-10,S2A_48NUG_20211027_1_L2A,east_cargo,pairdiff,,1.0
2021-10,S2A_48NUG_20211027_1_L2A,pax_t123,pairdiff,,0.7521917007597896
2021-10,S2A_48NUG_20211027_1_L2A,pax_t4,pairdiff,,0.3346983346983347
2021-10,S2A_48NUG_20211027_1_L2A,airfield,pairdiff,,0.6498770749944125
2021-11,S2A_48NUG_20211116_0_L2A,west_cargo,stock_bright,1465.0,0.18565656565656566
2021-11,S2A_48NUG_20211116_0_L2A,east_cargo,stock_bright,1488.0,0.20640136302786904
2021-11,S2A_48NUG_20211116_0_L2A,pax_t123,stock_bright,1710.0,0.22965127605688682
2021-11,S2A_48NUG_20211116_0_L2A,pax_t4,stock_bright,1322.0,0.19455819455819456
2021-11,S2A_48NUG_20211116_0_L2A,airfield,stock_bright,1246.0,0.12153321006969137
2022-01,S2A_48NUG_20220105_0_L2A,west_cargo,stock_bright,2912.0,0.9753535353535353
2022-01,S2A_48NUG_20220105_0_L2A,east_cargo,stock_bright,2646.0,0.9700620664476086
2022-01,S2A_48NUG_20220105_0_L2A,pax_t123,stock_bright,1690.0,0.6309370738359634
2022-01,S2A_48NUG_20220105_0_L2A,pax_t4,stock_bright,2084.0,0.8254618254618254
2022-01,S2A_48NUG_20220105_0_L2A,airfield,stock_bright,2104.0,0.7963508543795843
2022-01,S2A_48NUG_20220115_0_L2A,west_cargo,stock_bright,1432.0,0.17393939393939395
2022-01,S2A_48NUG_20220115_0_L2A,east_cargo,stock_bright,1576.0,0.10855543385663867
2022-01,S2A_48NUG_20220115_0_L2A,pax_t123,stock_bright,1626.0,0.21827391389051237
2022-01,S2A_48NUG_20220115_0_L2A,pax_t4,stock_bright,1924.0,0.11083811083811083
2022-01,S2A_48NUG_20220115_0_L2A,airfield,stock_bright,1242.0,0.10189568644980393
2022-01,S2A_48NUG_20220115_0_L2A,west_cargo,pairdiff,,0.9753535353535353
2022-01,S2A_48NUG_20220115_0_L2A,east_cargo,pairdiff,,0.9700620664476086
2022-01,S2A_48NUG_20220115_0_L2A,pax_t123,pairdiff,,0.6309370738359634
2022-01,S2A_48NUG_20220115_0_L2A,pax_t4,pairdiff,,0.8254618254618254
2022-01,S2A_48NUG_20220115_0_L2A,airfield,pairdiff,,0.7963508543795843
2022-02,S2A_48NUG_20220214_0_L2A,west_cargo,stock_bright,2978.0,1.0
2022-02,S2A_48NUG_20220214_0_L2A,east_cargo,stock_bright,4528.0,1.0
2022-02,S2A_48NUG_20220214_0_L2A,pax_t123,stock_bright,3554.0,1.0
2022-02,S2A_48NUG_20220214_0_L2A,pax_t4,stock_bright,3636.0,1.0
2022-02,S2A_48NUG_20220214_0_L2A,airfield,stock_bright,3700.0,0.9874941585224617
2022-03,S2A_48NUG_20220316_0_L2A,west_cargo,stock_bright,1249.0,0.0
2022-03,S2A_48NUG_20220316_0_L2A,east_cargo,stock_bright,1436.0,0.011926493854204698
2022-03,S2A_48NUG_20220316_0_L2A,pax_t123,stock_bright,1608.0,0.00015585427625170465
2022-03,S2A_48NUG_20220316_0_L2A,pax_t4,stock_bright,1240.0,0.0
2022-03,S2A_48NUG_20220316_0_L2A,airfield,stock_bright,1132.0,0.004470000203181827
2022-03,S2A_48NUG_20220326_0_L2A,west_cargo,stock_bright,1617.0,0.0
2022-03,S2A_48NUG_20220326_0_L2A,east_cargo,stock_bright,1628.0,0.0
2022-03,S2A_48NUG_20220326_0_L2A,pax_t123,stock_bright,1832.0,0.0974089226573154
2022-03,S2A_48NUG_20220326_0_L2A,pax_t4,stock_bright,1436.0,0.0
2022-03,S2A_48NUG_20220326_0_L2A,airfield,stock_bright,1344.0,0.05800841172765508
2022-03,S2A_48NUG_20220326_0_L2A,west_cargo,pairdiff,4091522.0,0.0
2022-03,S2A_48NUG_20220326_0_L2A,east_cargo,pairdiff,3447317.0,0.011926493854204698
2022-03,S2A_48NUG_20220326_0_L2A,pax_t123,pairdiff,10794723.0,0.0974089226573154
2022-03,S2A_48NUG_20220326_0_L2A,pax_t4,pairdiff,3255066.0,0.0
2022-03,S2A_48NUG_20220326_0_L2A,airfield,pairdiff,79515960.0,0.05800841172765508
2022-05,S2A_48NUG_20220515_0_L2A,west_cargo,stock_bright,1698.0,0.525959595959596
2022-05,S2A_48NUG_20220515_0_L2A,east_cargo,stock_bright,1530.0,0.03164171838870634
2022-05,S2A_48NUG_20220515_0_L2A,pax_t123,stock_bright,1668.0,0.0434833430742256
2022-05,S2A_48NUG_20220515_0_L2A,pax_t4,stock_bright,1198.0,0.0
2022-05,S2A_48NUG_20220515_0_L2A,airfield,stock_bright,1426.0,0.18941625860982994
2022-06,S2A_48NUG_20220614_0_L2A,west_cargo,stock_bright,2984.0,0.9716161616161616
2022-06,S2A_48NUG_20220614_0_L2A,east_cargo,stock_bright,2708.0,0.8823171473773883
2022-06,S2A_48NUG_20220614_0_L2A,pax_t123,stock_bright,2136.0,0.7180596142606662
2022-06,S2A_48NUG_20220614_0_L2A,pax_t4,stock_bright,1718.0,0.5635635635635635
2022-06,S2A_48NUG_20220614_0_L2A,airfield,stock_bright,1584.0,0.5574191844281448
2022-07,S2A_48NUG_20220704_0_L2A,west_cargo,stock_bright,2778.0,0.9754545454545455
2022-07,S2A_48NUG_20220704_0_L2A,east_cargo,stock_bright,4100.0,0.9634903249361081
2022-07,S2A_48NUG_20220704_0_L2A,pax_t123,stock_bright,1926.0,0.716656925774401
2022-07,S2A_48NUG_20220704_0_L2A,pax_t4,stock_bright,1642.0,0.5322595322595323
2022-07,S2A_48NUG_20220704_0_L2A,airfield,stock_bright,2084.0,0.734288965194953
2022-10,S2A_48NUG_20221022_0_L2A,west_cargo,stock_bright,1462.0,0.0
2022-10,S2A_48NUG_20221022_0_L2A,east_cargo,stock_bright,1510.0,0.0
2022-10,S2A_48NUG_20221022_0_L2A,pax_t123,stock_bright,1766.0,0.09436976427040716
2022-10,S2A_48NUG_20221022_0_L2A,pax_t4,stock_bright,1604.0,0.055965055965055965
2022-10,S2A_48NUG_20221022_0_L2A,airfield,stock_bright,1356.0,0.19893532722433305
2022-11,S2A_48NUG_20221121_0_L2A,west_cargo,stock_bright,1340.0,0.0
2022-11,S2A_48NUG_20221121_0_L2A,east_cargo,stock_bright,1430.0,0.0
2022-11,S2A_48NUG_20221121_0_L2A,pax_t123,stock_bright,1426.0,0.29807130333138515
2022-11,S2A_48NUG_20221121_0_L2A,pax_t4,stock_bright,992.0,0.5907725907725908
2022-11,S2A_48NUG_20221121_0_L2A,airfield,stock_bright,1036.0,0.26895178495235383
2022-12,S2A_48NUG_20221201_0_L2A,west_cargo,stock_bright,7216.0,1.0
2022-12,S2A_48NUG_20221201_0_L2A,east_cargo,stock_bright,7408.0,1.0
2022-12,S2A_48NUG_20221201_0_L2A,pax_t123,stock_bright,6984.0,1.0
2022-12,S2A_48NUG_20221201_0_L2A,pax_t4,stock_bright,7456.0,1.0
2022-12,S2A_48NUG_20221201_0_L2A,airfield,stock_bright,7264.0,1.0
2022-12,S2A_48NUG_20221231_0_L2A,west_cargo,stock_bright,4686.0,0.9880808080808081
2022-12,S2A_48NUG_20221231_0_L2A,east_cargo,stock_bright,9032.0,1.0
2022-12,S2A_48NUG_20221231_0_L2A,pax_t123,stock_bright,3108.0,0.925579583089811
2022-12,S2A_48NUG_20221231_0_L2A,pax_t4,stock_bright,1648.0,0.2163982163982164
2022-12,S2A_48NUG_20221231_0_L2A,airfield,stock_bright,2866.0,0.7381900562813662
2022-12,S2A_48NUG_20221231_0_L2A,west_cargo,pairdiff,,1.0
2022-12,S2A_48NUG_20221231_0_L2A,east_cargo,pairdiff,,1.0
2022-12,S2A_48NUG_20221231_0_L2A,pax_t123,pairdiff,,1.0
2022-12,S2A_48NUG_20221231_0_L2A,pax_t4,pairdiff,,1.0
2022-12,S2A_48NUG_20221231_0_L2A,airfield,pairdiff,,1.0
2023-01,S2A_48NUG_20230110_0_L2A,west_cargo,stock_bright,1846.0,0.5322222222222223
2023-01,S2A_48NUG_20230110_0_L2A,east_cargo,stock_bright,2028.0,0.5340148472678593
2023-01,S2A_48NUG_20230110_0_L2A,pax_t123,stock_bright,3272.0,0.9306838106370544
2023-01,S2A_48NUG_20230110_0_L2A,pax_t4,stock_bright,1590.0,0.01929201929201929
2023-01,S2A_48NUG_20230110_0_L2A,airfield,stock_bright,2218.0,0.5801958672816303
2023-02,S2A_48NUG_20230219_0_L2A,west_cargo,stock_bright,1394.0,0.08828282828282828
2023-02,S2A_48NUG_20230219_0_L2A,east_cargo,stock_bright,1606.0,0.07301935012778386
2023-02,S2A_48NUG_20230219_0_L2A,pax_t123,stock_bright,1632.0,0.05189947399181765
2023-02,S2A_48NUG_20230219_0_L2A,pax_t4,stock_bright,1592.0,0.0
2023-02,S2A_48NUG_20230219_0_L2A,airfield,stock_bright,1176.0,0.016986000772090944
2023-04,S2A_48NUG_20230410_0_L2A,west_cargo,stock_bright,1322.0,0.0
2023-04,S2A_48NUG_20230410_0_L2A,east_cargo,stock_bright,1476.0,0.0
2023-04,S2A_48NUG_20230410_0_L2A,pax_t123,stock_bright,1550.0,0.0
2023-04,S2A_48NUG_20230410_0_L2A,pax_t4,stock_bright,1372.0,0.0
2023-04,S2A_48NUG_20230410_0_L2A,airfield,stock_bright,1162.0,0.004439522929069224
2023-05,S2A_48NUG_20230510_0_L2A,west_cargo,stock_bright,1470.0,0.1396969696969697
2023-05,S2A_48NUG_20230510_0_L2A,east_cargo,stock_bright,1458.0,0.0
2023-05,S2A_48NUG_20230510_0_L2A,pax_t123,stock_bright,1576.0,0.0
2023-05,S2A_48NUG_20230510_0_L2A,pax_t4,stock_bright,1438.0,0.0
2023-05,S2A_48NUG_20230510_0_L2A,airfield,stock_bright,1296.0,0.10389702744986488
2023-05,S2A_48NUG_20230530_0_L2A,west_cargo,stock_bright,1314.0,0.032525252525252527
2023-05,S2A_48NUG_20230530_0_L2A,east_cargo,stock_bright,1486.0,0.02750395521479859
2023-05,S2A_48NUG_20230530_0_L2A,pax_t123,stock_bright,1590.0,0.026027664134034678
2023-05,S2A_48NUG_20230530_0_L2A,pax_t4,stock_bright,1358.0,0.07225407225407225
2023-05,S2A_48NUG_20230530_0_L2A,airfield,stock_bright,1118.0,0.029796614990755227
2023-05,S2A_48NUG_20230530_0_L2A,west_cargo,pairdiff,2580387.0,0.1396969696969697
2023-05,S2A_48NUG_20230530_0_L2A,east_cargo,pairdiff,1631385.0,0.02750395521479859
2023-05,S2A_48NUG_20230530_0_L2A,pax_t123,pairdiff,3974032.0,0.026027664134034678
2023-05,S2A_48NUG_20230530_0_L2A,pax_t4,pairdiff,3011471.0,0.07225407225407225
2023-05,S2A_48NUG_20230530_0_L2A,airfield,pairdiff,85282688.0,0.10389702744986488
2023-06,S2A_48NUG_20230619_0_L2A,west_cargo,stock_bright,1236.0,0.010505050505050505
2023-06,S2A_48NUG_20230619_0_L2A,east_cargo,stock_bright,1114.0,0.0
2023-06,S2A_48NUG_20230619_0_L2A,pax_t123,stock_bright,2132.0,0.5761932593025522
2023-06,S2A_48NUG_20230619_0_L2A,pax_t4,stock_bright,1356.0,0.1648011648011648
2023-06,S2A_48NUG_20230619_0_L2A,airfield,stock_bright,1186.0,0.29020460410020926
2023-06,S2A_48NUG_20230629_0_L2A,west_cargo,stock_bright,1336.0,0.0012121212121212121
2023-06,S2A_48NUG_20230629_0_L2A,east_cargo,stock_bright,1328.0,0.0009735913350371182
2023-06,S2A_48NUG_20230629_0_L2A,pax_t123,stock_bright,1592.0,0.0
2023-06,S2A_48NUG_20230629_0_L2A,pax_t4,stock_bright,1246.0,0.0
2023-06,S2A_48NUG_20230629_0_L2A,airfield,stock_bright,1051.0,0.007558363979925636
2023-06,S2A_48NUG_20230629_0_L2A,west_cargo,pairdiff,2737794.0,0.010505050505050505
2023-06,S2A_48NUG_20230629_0_L2A,east_cargo,pairdiff,3162218.0,0.0009735913350371182
2023-06,S2A_48NUG_20230629_0_L2A,pax_t123,pairdiff,,0.5761932593025522
2023-06,S2A_48NUG_20230629_0_L2A,pax_t4,pairdiff,3251045.0,0.1648011648011648
2023-06,S2A_48NUG_20230629_0_L2A,airfield,pairdiff,177913184.0,0.29020460410020926
2023-08,S2A_48NUG_20230808_0_L2A,west_cargo,stock_bright,7512.0,1.0
2023-08,S2A_48NUG_20230808_0_L2A,east_cargo,stock_bright,6192.0,1.0
2023-08,S2A_48NUG_20230808_0_L2A,pax_t123,stock_bright,5220.0,0.9295538671342295
2023-08,S2A_48NUG_20230808_0_L2A,pax_t4,stock_bright,2708.0,0.9224679224679224
2023-08,S2A_48NUG_20230808_0_L2A,airfield,stock_bright,3836.0,0.6853221447873702
2023-09,S2A_48NUG_20230917_0_L2A,west_cargo,stock_bright,1466.0,0.10424242424242425
2023-09,S2A_48NUG_20230917_0_L2A,east_cargo,stock_bright,1580.0,0.04965315808689302
2023-09,S2A_48NUG_20230917_0_L2A,pax_t123,stock_bright,1660.0,0.02711864406779661
2023-09,S2A_48NUG_20230917_0_L2A,pax_t4,stock_bright,1450.0,0.0
2023-09,S2A_48NUG_20230917_0_L2A,airfield,stock_bright,1282.0,0.07899709449986793
2023-09,S2A_48NUG_20230927_0_L2A,west_cargo,stock_bright,1394.0,0.0
2023-09,S2A_48NUG_20230927_0_L2A,east_cargo,stock_bright,1530.0,0.0
2023-09,S2A_48NUG_20230927_0_L2A,pax_t123,stock_bright,1600.0,0.0
2023-09,S2A_48NUG_20230927_0_L2A,pax_t4,stock_bright,1344.0,0.0
2023-09,S2A_48NUG_20230927_0_L2A,airfield,stock_bright,1234.0,0.030446796838490765
2023-09,S2A_48NUG_20230927_0_L2A,west_cargo,pairdiff,2142782.0,0.10424242424242425
2023-09,S2A_48NUG_20230927_0_L2A,east_cargo,pairdiff,2127527.0,0.04965315808689302
2023-09,S2A_48NUG_20230927_0_L2A,pax_t123,pairdiff,5145543.0,0.02711864406779661
2023-09,S2A_48NUG_20230927_0_L2A,pax_t4,pairdiff,2480108.0,0.0
2023-09,S2A_48NUG_20230927_0_L2A,airfield,pairdiff,59086160.0,0.07899709449986793
2023-10,S2A_48NUG_20231007_0_L2A,west_cargo,stock_bright,1670.0,0.008686868686868687
2023-10,S2A_48NUG_20231007_0_L2A,east_cargo,stock_bright,1702.0,0.0
2023-10,S2A_48NUG_20231007_0_L2A,pax_t123,stock_bright,1986.0,0.22170270796804986
2023-10,S2A_48NUG_20231007_0_L2A,pax_t4,stock_bright,1718.0,0.0
2023-10,S2A_48NUG_20231007_0_L2A,airfield,stock_bright,1666.0,0.11020582319117378
2023-11,S2A_48NUG_20231106_0_L2A,west_cargo,stock_bright,1420.0,0.0
2023-11,S2A_48NUG_20231106_0_L2A,east_cargo,stock_bright,1570.0,0.0
2023-11,S2A_48NUG_20231106_0_L2A,pax_t123,stock_bright,1642.0,0.0
2023-11,S2A_48NUG_20231106_0_L2A,pax_t4,stock_bright,1650.0,0.0
2023-11,S2A_48NUG_20231106_0_L2A,airfield,stock_bright,1220.0,0.0
2023-12,S2A_48NUG_20231206_0_L2A,west_cargo,stock_bright,2288.0,0.9929292929292929
2023-12,S2A_48NUG_20231206_0_L2A,east_cargo,stock_bright,2092.0,1.0
2023-12,S2A_48NUG_20231206_0_L2A,pax_t123,stock_bright,2458.0,0.9756867329047341
2023-12,S2A_48NUG_20231206_0_L2A,pax_t4,stock_bright,1994.0,0.9952679952679953
2023-12,S2A_48NUG_20231206_0_L2A,airfield,stock_bright,2166.0,0.9502610886482313
2023-12,S2A_48NUG_20231216_0_L2A,west_cargo,stock_bright,1474.0,0.0
2023-12,S2A_48NUG_20231216_0_L2A,east_cargo,stock_bright,1620.0,0.0
2023-12,S2A_48NUG_20231216_0_L2A,pax_t123,stock_bright,1762.0,0.0003117085525034093
2023-12,S2A_48NUG_20231216_0_L2A,pax_t4,stock_bright,1368.0,0.14205114205114205
2023-12,S2A_48NUG_20231216_0_L2A,airfield,stock_bright,1302.0,0.13564418798382671
2023-12,S2A_48NUG_20231216_0_L2A,west_cargo,pairdiff,,0.9929292929292929
2023-12,S2A_48NUG_20231216_0_L2A,east_cargo,pairdiff,,1.0
2023-12,S2A_48NUG_20231216_0_L2A,pax_t123,pairdiff,,0.9756867329047341
2023-12,S2A_48NUG_20231216_0_L2A,pax_t4,pairdiff,,0.9952679952679953
2023-12,S2A_48NUG_20231216_0_L2A,airfield,pairdiff,,0.9502610886482313
2024-02,S2A_48NUG_20240204_0_L2A,west_cargo,stock_bright,1844.0,0.8594949494949495
2024-02,S2A_48NUG_20240204_0_L2A,east_cargo,stock_bright,2036.0,0.9827187538030911
2024-02,S2A_48NUG_20240204_0_L2A,pax_t123,stock_bright,1624.0,0.31992986557568676
2024-02,S2A_48NUG_20240204_0_L2A,pax_t4,stock_bright,2132.0,0.973973973973974
2024-02,S2A_48NUG_20240204_0_L2A,airfield,stock_bright,1584.0,0.5114797732490806
2024-03,S2A_48NUG_20240325_0_L2A,west_cargo,stock_bright,1606.0,0.5143434343434343
2024-03,S2A_48NUG_20240325_0_L2A,east_cargo,stock_bright,2138.0,0.6115370573201898
2024-03,S2A_48NUG_20240325_0_L2A,pax_t123,stock_bright,2122.0,0.5988310929281122
2024-03,S2A_48NUG_20240325_0_L2A,pax_t4,stock_bright,1694.0,0.30867230867230866
2024-03,S2A_48NUG_20240325_0_L2A,airfield,stock_bright,1662.0,0.4109352459516021
2024-04,S2A_48NUG_20240404_0_L2A,west_cargo,stock_bright,1580.0,0.0
2024-04,S2A_48NUG_20240404_0_L2A,east_cargo,stock_bright,1740.0,0.0
2024-04,S2A_48NUG_20240404_0_L2A,pax_t123,stock_bright,2424.0,0.7901032534580168
2024-04,S2A_48NUG_20240404_0_L2A,pax_t4,stock_bright,2192.0,0.0
2024-04,S2A_48NUG_20240404_0_L2A,airfield,stock_bright,1614.0,0.21545400979336407
2024-05,S2A_48NUG_20240514_0_L2A,west_cargo,stock_bright,1350.0,0.0
2024-05,S2A_48NUG_20240514_0_L2A,east_cargo,stock_bright,1538.0,0.0
2024-05,S2A_48NUG_20240514_0_L2A,pax_t123,stock_bright,1798.0,0.27009546074420415
2024-05,S2A_48NUG_20240514_0_L2A,pax_t4,stock_bright,1192.0,0.04832104832104832
2024-05,S2A_48NUG_20240514_0_L2A,airfield,stock_bright,1222.0,0.2456671475303249
2024-06,S2A_48NUG_20240603_0_L2A,west_cargo,stock_bright,5360.0,1.0
2024-06,S2A_48NUG_20240603_0_L2A,east_cargo,stock_bright,2498.0,0.88852379213825
2024-06,S2A_48NUG_20240603_0_L2A,pax_t123,stock_bright,2248.0,0.7979349308396649
2024-06,S2A_48NUG_20240603_0_L2A,pax_t4,stock_bright,1540.0,0.35244335244335245
2024-06,S2A_48NUG_20240603_0_L2A,airfield,stock_bright,2026.0,0.6327894833086128
2024-06,S2A_48NUG_20240613_0_L2A,west_cargo,stock_bright,4512.0,1.0
2024-06,S2A_48NUG_20240613_0_L2A,east_cargo,stock_bright,1964.0,0.5971765851283923
2024-06,S2A_48NUG_20240613_0_L2A,pax_t123,stock_bright,3768.0,0.9355542567699201
2024-06,S2A_48NUG_20240613_0_L2A,pax_t4,stock_bright,1498.0,0.29311129311129314
2024-06,S2A_48NUG_20240613_0_L2A,airfield,stock_bright,1970.0,0.5820854582766117
2024-06,S2A_48NUG_20240613_0_L2A,west_cargo,pairdiff,,1.0
2024-06,S2A_48NUG_20240613_0_L2A,east_cargo,pairdiff,,0.88852379213825
2024-06,S2A_48NUG_20240613_0_L2A,pax_t123,pairdiff,,0.9355542567699201
2024-06,S2A_48NUG_20240613_0_L2A,pax_t4,pairdiff,,0.35244335244335245
2024-06,S2A_48NUG_20240613_0_L2A,airfield,pairdiff,,0.6327894833086128
2024-07,S2A_48NUG_20240703_0_L2A,west_cargo,stock_bright,5732.0,0.9832323232323232
2024-07,S2A_48NUG_20240703_0_L2A,east_cargo,stock_bright,2476.0,0.9420713155652914
2024-07,S2A_48NUG_20240703_0_L2A,pax_t123,stock_bright,1936.0,0.7159555815312683
2024-07,S2A_48NUG_20240703_0_L2A,pax_t4,stock_bright,1212.0,0.2913822913822914
2024-07,S2A_48NUG_20240703_0_L2A,airfield,stock_bright,1632.0,0.6495215067964322
2024-08,S2A_48NUG_20240812_0_L2A,west_cargo,stock_bright,1344.0,0.2821212121212121
2024-08,S2A_48NUG_20240812_0_L2A,east_cargo,stock_bright,1678.0,0.833759279542412
2024-08,S2A_48NUG_20240812_0_L2A,pax_t123,stock_bright,1160.0,0.06584843171634522
2024-08,S2A_48NUG_20240812_0_L2A,pax_t4,stock_bright,1668.0,0.5193375193375194
2024-08,S2A_48NUG_20240812_0_L2A,airfield,stock_bright,1388.0,0.33891744722352035
2024-08,S2A_48NUG_20240822_0_L2A,west_cargo,stock_bright,1340.0,0.0
2024-08,S2A_48NUG_20240822_0_L2A,east_cargo,stock_bright,1554.0,0.0
2024-08,S2A_48NUG_20240822_0_L2A,pax_t123,stock_bright,1538.0,0.00015585427625170465
2024-08,S2A_48NUG_20240822_0_L2A,pax_t4,stock_bright,1498.0,0.0
2024-08,S2A_48NUG_20240822_0_L2A,airfield,stock_bright,1062.0,4.063636548347116e-05
2024-08,S2A_48NUG_20240822_0_L2A,west_cargo,pairdiff,4215903.0,0.2821212121212121
2024-08,S2A_48NUG_20240822_0_L2A,east_cargo,pairdiff,,0.833759279542412
2024-08,S2A_48NUG_20240822_0_L2A,pax_t123,pairdiff,12932008.0,0.06584843171634522
2024-08,S2A_48NUG_20240822_0_L2A,pax_t4,pairdiff,,0.5193375193375194
2024-08,S2A_48NUG_20240822_0_L2A,airfield,pairdiff,,0.33891744722352035
2024-09,S2A_48NUG_20240901_0_L2A,west_cargo,stock_bright,3208.0,0.9849494949494949
2024-09,S2A_48NUG_20240901_0_L2A,east_cargo,stock_bright,7376.0,0.9992698064987222
2024-09,S2A_48NUG_20240901_0_L2A,pax_t123,stock_bright,5116.0,1.0
2024-09,S2A_48NUG_20240901_0_L2A,pax_t4,stock_bright,2358.0,0.7253617253617254
2024-09,S2A_48NUG_20240901_0_L2A,airfield,stock_bright,3240.0,0.7957819452628156
2024-10,S2A_48NUG_20241011_0_L2A,west_cargo,stock_bright,1364.0,0.953030303030303
2024-10,S2A_48NUG_20241011_0_L2A,east_cargo,stock_bright,2968.0,0.9616648411829135
2024-10,S2A_48NUG_20241011_0_L2A,pax_t123,stock_bright,1942.0,0.33154100915643875
2024-10,S2A_48NUG_20241011_0_L2A,pax_t4,stock_bright,2364.0,0.9861679861679862
2024-10,S2A_48NUG_20241011_0_L2A,airfield,stock_bright,1704.0,0.5301420240973648
2024-10,S2A_48NUG_20241021_1_L2A,west_cargo,stock_bright,2021.0,0.8538383838383838
2024-10,S2A_48NUG_20241021_1_L2A,east_cargo,stock_bright,2216.0,0.8016307654861872
2024-10,S2A_48NUG_20241021_1_L2A,pax_t123,stock_bright,4308.0,0.9840249366842003
2024-10,S2A_48NUG_20241021_1_L2A,pax_t4,stock_bright,2806.0,0.994903994903995
2024-10,S2A_48NUG_20241021_1_L2A,airfield,stock_bright,2736.0,0.6912855314220696
2024-10,S2A_48NUG_20241021_1_L2A,west_cargo,pairdiff,,0.953030303030303
2024-10,S2A_48NUG_20241021_1_L2A,east_cargo,pairdiff,,0.9616648411829135
2024-10,S2A_48NUG_20241021_1_L2A,pax_t123,pairdiff,,0.9840249366842003
2024-10,S2A_48NUG_20241021_1_L2A,pax_t4,pairdiff,,0.994903994903995
2024-10,S2A_48NUG_20241021_1_L2A,airfield,pairdiff,,0.6912855314220696
2024-11,S2A_48NUG_20241110_0_L2A,west_cargo,stock_bright,0.0,0.0
2024-11,S2A_48NUG_20241110_0_L2A,east_cargo,stock_bright,0.0,0.0
2024-11,S2A_48NUG_20241110_0_L2A,pax_t123,stock_bright,0.0,0.0
2024-11,S2A_48NUG_20241110_0_L2A,pax_t4,stock_bright,0.0,0.0
2024-11,S2A_48NUG_20241110_0_L2A,airfield,stock_bright,0.0,0.0
2024-11,S2A_48NUG_20241110_1_L2A,west_cargo,stock_bright,1800.0,1.0
2024-11,S2A_48NUG_20241110_1_L2A,east_cargo,stock_bright,1970.0,1.0
2024-11,S2A_48NUG_20241110_1_L2A,pax_t123,stock_bright,1846.0,1.0
